"","EBIT","Operating.Cash.Flow","Operating.Income","EBITDA","Free.Cash.Flow","Gross.Profit","Net.Income.Com","Consolidated.Income","Stock.based.compensation","Dividends.per.Share.Growth","Days.Payables.Outstanding","daysOfInventoryOutstanding","Feature.1","Feature.2","Feature.3","Feature.4","Enterprise.Value"
"132",1.684e+09,2.576e+09,2.6e+09,6.437e+09,2.429e+09,6.618e+09,6.14e+08,6.14e+08,8e+07,0.420080728051392,59.8663490364026,68.9664192719486,0.91072613,-0.7314203978,0.7410056591,-0.2667757273,52925693519.2237
"133",2123781000,2517841000,2147621000,2835805000,2123903000,4354553000,1575091000,1655491000,36261000,0,6.2637,17.1457,2.433564425,0.1082437858,0.3040247262,-0.4713027775,24761776958
"134",654859000,1385324000,549787000,1425134000,60162000,1959897000,249930000,341115000,27159000,0.086,139.5204,35.8977,1.177564502,-0.5182642341,0.4938262701,-0.4842580259,32954128551
"135",2005800000,1510200000,1999100000,2.617e+09,878300000,7021900000,1714300000,1714300000,65700000,0,19.2759,0,-0.2049940377,-1.79582727,1.859779239,0.7316105962,29532237344
"136",835472000,798635000,843112000,1118052000,633549000,2559556000,570267000,570267000,23698000,0.044,50.6111,64.3051,-0.4445432425,0.7224998474,1.827507138,0.3449314535,13150060220
"137",477563000,484407000,438912000,733813000,-227428000,595617000,383729000,387268000,0,-0.4969,35.5377,63.4613,2.674355507,1.362160921,-0.1069020554,-1.112553716,52925693519.2237
"138",7.59e+08,1001300000,766800000,1072100000,608600000,1745400000,5.96e+08,5.96e+08,42800000,0.125,12.5128,3.781,-1.071259379,-0.3369245231,1.096247792,-0.5088299513,11682980217
"139",1.777e+09,2.68e+09,1.594e+09,2.901e+09,-3.3e+07,3.15e+09,1.12e+09,1.118e+09,0,0.07,34.1321,45.946,-1.835417867,0.8139718771,1.373332858,-0.6201377511,34130330147
"140",5.208e+09,7.186e+09,5.087e+09,9.904e+09,-2.203e+09,9.25e+09,2.666e+09,2.644e+09,0,0.0415,51.9047,14.3196,-2.208774567,-0.2211715281,2.258897543,0.3917379975,1.19018e+11
"141",905229000,1771640000,1530308000,1496264000,784502000,3209338000,159394000,333040000,73061000,0,14.8265,74.5181,-0.09591767937,-0.9131557345,1.027431011,-0.2250968069,18226221000
"142",3.814e+09,2.704e+09,1.514e+09,5.472e+09,1.211e+09,4.146e+09,3.064e+09,3.224e+09,1.61e+08,0.25,47.4357,29.0735,-0.6702706814,-0.9893198609,1.42073977,0.0348120667,12593228000
"143",1.829e+09,2.567e+09,1.535e+09,3.843e+09,2.343e+09,5.416e+09,1.751e+09,1.782e+09,9.3e+07,0,25.4104,92.0519,-0.7249815464,0.1760475785,0.9140244126,-0.6885764003,30001983498
"144",1.449e+09,1.692e+09,1.434e+09,1.585e+09,1.585e+09,3.873e+09,1.043e+09,1.043e+09,2.42e+08,0,3.4019,27.2864,1.324296117,-0.2856267691,-0.2785365283,-1.354737997,32075747566
"145",2.72e+09,2.658e+09,2.222e+09,3.416e+09,2.007e+09,8.364e+09,2.53e+09,2.53e+09,5.38e+08,0,9.7143,24.1839,-1.029065967,-0.8343685865,1.150411725,-0.383831054,31342559476
"146",2015700000,2277700000,1.947e+09,2.954e+09,1460600000,6042300000,1429100000,1440300000,94400000,0.1118,31.2441,66.253,-0.818500638,-0.7152576447,1.128942251,-0.3631650209,49495944212
"147",2.602e+09,2.695e+09,2.664e+09,4.04e+09,-1.05e+09,6.237e+09,1.382e+09,1.382e+09,0,0.0362,35.1183,61.1243,0.09979964048,-0.7586377859,0.8888741136,-0.3194633424,43516092764
"148",453300000,672200000,4.48e+08,769200000,350300000,1971700000,299800000,306300000,42500000,0,18.795,50.1807,-0.8857504129,0.5845164657,1.204638958,-0.4632507265,13641056921
"149",-3.07e+08,3.177e+09,-5.52e+08,1.633e+09,-1.332e+09,4.454e+09,-4.23e+08,-3.16e+08,0,0.0868,43.8046,34.4035,-1.721772552,4.054930687,1.00137496,-1.54912293,31995302165
"150",2.099e+09,2.562e+09,2.055e+09,2.63e+09,1.933e+09,1.0839e+10,1.108e+09,1.117e+09,2.36e+08,0.1212,31.5304,39.6664,-0.007358757313,-0.6758430004,0.8055151105,-0.4735501707,53220134299
"151",1.541e+09,1.543e+09,1.499e+09,2.145e+09,1.015e+09,2.479e+09,1.08e+09,1.084e+09,0,0.1005,57.8189,53.3243,-0.6893924475,0.1444372833,0.9546930194,-0.6238003373,16180478297
"152",2.805e+09,2.892e+09,2.826e+09,3.563e+09,2.275e+09,7.432e+09,2.203e+09,2.224e+09,2.16e+08,0.0104,40.7396,63.3844,2.228786707,-2.637630463,0.6081890464,0.1630193889,52461065380
"153",4486050000,7768608000,4469346000,7921458000,1692133000,9600224000,3419040000,3419040000,155337000,0.128,47.3242,40.4653,-1.04210043,1.091452599,-0.4943138659,-2.539757013,55100972206
"154",954532000,1815426000,977383000,2182021000,-280748000,2466179000,365359000,365359000,180716000,0.14,54.4581,45.3488,0.482855469,-0.6244885325,0.9972102046,-0.1157865524,39064265327
"155",1071773000,1356295000,858560000,1861890000,986032000,1698800000,654445000,685192000,0,0.0714,43.7519,0,-2.025882959,-0.1924577057,1.648910761,-0.2371190935,33022391524
"156",-2712121000,2976256000,-2848473000,-905008000,-755508000,2665092000,-2244568000,-2007158000,25189000,130.025,84.876,99.4484,-1.855562687,-1.068607211,2.142349005,0.4662460387,10154398140
"157",1820777000,1783978000,1699930000,2640707000,-545469000,3244266000,1.033e+09,1040519000,0,0.0632,48.3888,50.5639,-1.415763021,3.753239393,0.8450446725,-1.593326092,35133909952
"158",610645000,826554000,450128000,1090529000,473787000,983657000,390153000,413599000,6266000,0.0629,48.6034,18.7433,-2.06713295,1.018453598,1.069825053,-1.052785873,21654369435
"159",1.418e+09,1.686e+09,1.422e+09,1.662e+09,1.574e+09,2.873e+09,1.016e+09,1.052e+09,4.6e+07,0,1405.7518,1311.1034,-1.377315402,0.6344159842,-0.136521861,-2.144904375,8034009997
"160",2.694e+09,2.658e+09,2.691e+09,3.597e+09,2.093e+09,7.098e+09,2.145e+09,2.146e+09,0,0.1,35.9781,65.1659,-1.046315193,0.5457053185,1.143826127,-0.5915247202,36838244000
"161",533077000,2385247000,469365000,2573632000,-1885970000,3060685000,848661000,862555000,0,0.0229,49.5993,36.9462,0.9517803192,-0.257714361,0.8119154572,-0.2215916365,33242581445
"162",791300000,926800000,749600000,868700000,688100000,2783400000,722200000,722200000,7.1e+07,0,85.9458,52.6793,-1.91909039,4.194496155,1.169554949,-1.494243741,31657376533
"163",3.684e+09,8.644e+09,3.898e+09,9.655e+09,1.05e+09,8.195e+09,2.01e+09,2.084e+09,0,0.055,38.5946,59.4691,0.5029167533,-0.510563314,0.03024536371,-1.211141229,77740139545
"164",816738000,572804000,796563000,870757000,525545000,2620373000,618199000,619790000,56147000,0.0714,40.4657,70.9305,1.448594332,-0.8985826969,0.3810320497,-0.5049699545,10827923275
"165",6.83e+08,1.975e+09,7.14e+08,1.684e+09,1.097e+09,9.258e+09,4.06e+08,3.98e+08,2.03e+08,0.069,80.8835,69.9559,0.2434554994,0.59998101,0.510263145,-0.904379189,17768969765
"166",602969000,677795000,588896000,812019000,186433000,879202000,415289000,447080000,11176000,0.0769,30.9486,0,-1.657590985,3.93265295,0.9728648663,-1.574439287,16185934230
"167",5.555e+09,1.5022e+10,3.203e+09,1.3863e+10,7.237e+09,1.4606e+10,3.677e+09,3.695e+09,1.91e+08,-0.0769,48.989,275.6588,1.575472713,-0.3583175838,-0.3499196768,-1.377415895,1.50693e+11
"168",999600000,674200000,999200000,1137800000,507400000,2398900000,751900000,751900000,5100000,0.2031,14.2321,52.5104,2.068912506,-0.5835420489,0.3599545658,-0.4458840489,15342990555
"169",2.5361e+10,2.9274e+10,2.4913e+10,2.9676e+10,1.5359e+10,4.6483e+10,2.2111e+10,2.2112e+10,4.152e+09,0,8.8965,49.5945,0.4226392508,-0.2887594998,0.9686822295,-0.2211161554,3.35611e+11
"170",611100000,6.04e+08,595200000,760700000,453900000,1959400000,389600000,389800000,36100000,0.1111,30.5437,38.0432,-1.545109749,3.948832035,1.35746479,-1.067133427,7443070517
"171",4.538e+09,3.863e+09,4.754e+09,6.292e+09,2.015e+09,5.183e+09,2.602e+09,2.894e+09,7.6e+07,0,51.4347,16.2436,-0.4542817175,0.3712716699,0.9601828456,-0.5775020719,21863537076
"172",4.911e+09,4.674e+09,4.272e+09,8.006e+09,-9.89e+08,4.0992e+10,4.572e+09,4.572e+09,1.67e+08,0.25,16.6021,47.2966,-0.1285731196,2.869870901,0.438770622,-1.439613461,80439652368
"173",3.947e+09,1.41e+09,3.495e+09,5.331e+09,-1.265e+09,4.481e+09,9.81e+08,1.348e+09,0,0,31.2783,48.9757,-0.439026773,-0.2610022724,0.7707529664,-0.6879842877,38279772893
"174",603760000,761068000,590899000,663251000,708603000,1799926000,453689000,453689000,157855000,0,9.7535,49.8765,1.641575217,-0.421808511,-0.3649589717,-1.374941826,10569589494
"175",1.368e+09,1.993e+09,1.458e+09,2.788e+09,1.371e+09,2.854e+09,8.46e+08,8.81e+08,8.4e+07,0.1034,89.7442,83.1574,1.063646078,0.5194929242,0.8747543097,-0.2519731522,41865921883
"176",1.758e+09,1.545e+09,1.753e+09,2.314e+09,1.185e+09,2.754e+09,1.187e+09,1.187e+09,7.3e+07,0,71.8341,65.7539,-1.364445686,-1.214492679,1.862989545,0.3197104335,34827617402
"177",2.765e+09,2.856e+09,2.765e+09,3.125e+09,2.779e+09,6.693e+09,2.118e+09,2.193e+09,1.27e+08,0.2333,0,0,1.51299262,-0.1111556217,-0.1218750104,-1.157410383,29669635515
"178",5.76e+08,8.13e+08,5.71e+08,7.49e+08,5.39e+08,2.456e+09,2.84e+08,2.84e+08,1.5e+07,0.1273,12.101,0,-1.335713506,-0.7047606111,1.162108183,-0.4971346259,4806611026
"179",323250000,374157000,332314000,389712000,343384000,900318000,282425000,282425000,34170000,0.0667,19.6296,66.5474,-2.159071445,0.09671267867,1.705913544,-0.2414591461,5933477923
"180",490806000,162164000,521966000,707462000,32204000,669924000,224833000,292958000,43029000,0,26.6356,23.535,-2.031518459,0.4923877716,1.848329306,-0.1327088773,4238401800
"181",229055000,190831000,255265000,341528000,113028000,1187836000,119671000,125050000,19912000,0.3333,39.8928,75.4666,-0.141326651,-0.8059572577,1.031989098,-0.2433545887,5838545505
"182",725400000,368400000,880500000,893600000,166300000,2086900000,502100000,511500000,2.3e+07,0.3561,61.4149,165.5076,2.482941389,-1.002116561,-0.2211728692,-0.9088931084,11263126090
"183",2.206e+09,1.317e+09,2.206e+09,4790731578.7234,3.676e+09,3.648e+09,2396006944.7983,2453998002.12766,2.04e+08,0,59.8663490364026,68.9664192719486,1.566799164,0.6311554909,0.2149025649,-0.8765183091,52925693519.2237
"184",2.172e+09,1.317e+09,2.252e+09,2.343e+09,1.102e+09,3.648e+09,2.187e+09,2.228e+09,0,0,63.236,65.8963,2.639005423,-0.9607689977,0.1540556848,-0.4981401265,21631620450
"185",352061000,516688000,349721000,596306000,148430000,627566000,233865000,249026000,0,0.0202,70.9405,56.7123,3.186530113,-0.3717630804,-0.2146258205,-0.8434070349,11883922282
"186",-1016600000,-185400000,-917600000,-466200000,-553500000,2279900000,-1921600000,-1910800000,22400000,3,75.6088,71.8113,1.272651196,-0.1708531529,0.1341804564,-0.9479157329,7514267826
"187",3170900000,1344400000,1178400000,3431700000,1232100000,3321300000,2878900000,2913800000,50800000,0,39.9635,67.6014,1.612982035,-0.6427755356,0.2317341566,-0.6742839217,24847830694
"188",4.428e+09,3.148e+09,4.457e+09,5.191e+09,2.458e+09,6.715e+09,3.345e+09,3.345e+09,1.4e+08,0.1067,32.0597,104.2266,1.068018913,-0.561116159,0.5623024106,-0.4521022737,58011702984
"189",-1.6713e+10,4.246e+09,-1.4557e+10,-8.489e+09,7.09e+08,2.6154e+10,-2.2802e+10,-2.2443e+10,0,-0.5595,42.7892,88.4986,-1.934204102,0.8709859252,1.307377338,-0.7381790876,1.35788e+11
"190",8.871e+09,8.4e+09,8.2e+09,1.03e+10,7.476e+09,1.7274e+10,5.455e+09,5.46e+09,8.45e+08,0.0962,13.0316,54.8811,-2.45212359e-05,-0.7387412786,1.512461662,0.3044047654,78148906731
"191",2.562e+09,2.841e+09,2419900000,3180800000,2219700000,5435600000,2.131e+09,2.163e+09,7.7e+07,0.0208,63.6809,39.0545,-0.854385376,2.236088753,1.285753727,-0.6262266636,39640112516
"192",1.694e+09,2.919e+09,1.359e+09,2.987e+09,6.09e+08,4.461e+09,1.066e+09,1.066e+09,0,0.1613,47.0717,62.7192,-0.8423474431,-0.6173063517,1.445712686,-0.02046701312,27823056509
"193",9.143e+09,1.5256e+10,4.445e+09,2.2812e+10,6.495e+09,1.4095e+10,7.916e+09,8.005e+09,0,0,55.3449,145.162,-0.6783836484,-0.0705062151,1.1850034,-0.3275391459,1.25352e+11
"194",3.5027e+10,4.7971e+10,3.1392e+10,4.4062e+10,2.1341e+10,7.727e+10,3.0736e+10,3.0736e+10,9.353e+09,0.420080728051392,59.8663490364026,68.9664192719486,0.2679052949,-0.1129898429,0.6757535338,-0.614787221,52925693519.2237
"195",3.4913e+10,4.7971e+10,2.6321e+10,4.3948e+10,2.293e+10,7.727e+10,3.0736e+10,3.0736e+10,9.353e+09,0,11.6794,55.5907,1.64687109,-0.08357617259,-0.2258444577,-1.264196873,6.21606e+11
"196",1177537000,1145164000,1109715000,1419172000,927407000,5983787000,810474000,810474000,16484000,0.0667,77.8467,48.5815,-0.1360156238,-0.6402823329,0.9785897136,-0.3070435226,16901558393
"197",725160000,1106082000,737055000,1247973000,892792000,2271352000,452053000,484667000,57826000,-0.0698,127.5846,37.7755,1.066382051,-0.1942280382,-0.03252267838,-1.170113683,20936322935
"198",1.498e+09,1.38e+09,1.479e+09,2.057e+09,6.49e+08,6.066e+09,8.48e+08,8.48e+08,8.7e+07,0,27.188,0,0.2728889585,-1.609110355,0.9860680103,-0.09473476559,11349472151
"199",823247000,919520000,778343000,919441000,765365000,1979719000,694080000,694080000,56391000,-0.1765,22.3512,62.1337,-1.290284395,-0.6770641804,1.673920989,0.09137201309,11157468108
"200",1.2481e+10,2.0421e+10,1.3155e+10,1.3809e+10,1.615e+10,3.6616e+10,9.86e+09,1.0459e+10,1.831e+09,0.0862,1796.6401,790.6373,-2.366927624,-0.2284413427,2.031704426,0.07136300951,-1.48755e+11
"201",1.332e+09,9.16e+08,1.158e+09,2.11e+09,1.05e+08,3.514e+09,7.08e+08,7.08e+08,0,0.3182,68.8724,47.8805,-0.2881022394,-1.144983649,1.667511821,0.4643119872,9717735039
"202",1.128e+09,1.057e+09,1.158e+09,1.385e+09,8.18e+08,4.348e+09,7.82e+08,8.23e+08,4.7e+07,0.0593,22.0542,45.0517,0.8461102247,-0.4792267978,0.4711166918,-0.6461240053,17584645933
"203",2.367e+09,3.157e+09,2.467e+09,3.973e+09,1.349e+09,2.986e+09,1.656e+09,1.657e+09,0,-0.2,45.9083,79.617,-1.989947081,4.274620533,1.364163876,-1.307466865,31589309883
"204",361228000,645997000,331052000,529186000,505571000,2728968000,220434000,220434000,27892000,0.1081,26.5818,94.6883,1.636951447,-0.874012053,-0.06158958003,-0.9871674776,10801193588
"205",1.628e+09,1.726e+09,1.628e+09,2.121e+09,1.616e+09,4.275e+09,1.323e+09,1.393e+09,7.8e+07,0.4286,0,0,3.390617371,1.354562879,0.2013545185,-0.6235878468,20517428767
"206",841556000,643402000,867951000,973352000,557109000,2656519000,553084000,553084000,21416000,0,55.251,46.7185,1.052163243,-0.6182576418,1.416891217,0.5100427866,8067549819
"207",6.488e+09,6.761e+09,6.642e+09,8.766e+09,3.188e+09,1.7528e+10,3.787e+09,4.389e+09,2.68e+08,0,20.1514,53.0879,5.774405956,1.014998794,-0.9373706579,-1.574869633,75149774225
"208",1.4681e+10,1.2031e+10,1.4681e+10,1.6743e+10,1.0181e+10,3.4356e+10,8.63e+09,8.63e+09,2.73e+08,0.2899,26.2037,7.061,-1.880313039,-0.5869705081,2.096779346,0.3422902822,2.62728e+11
"209",4.52e+08,1.939e+09,6.72e+08,2.335e+09,-1.58e+08,3.39e+09,-3.28e+08,-1.15e+08,7.2e+07,0,27.9423,56.5056,-0.0813395828,-0.697540164,1.059320092,-0.1916119158,15976252008
"210",2.373e+09,2.843e+09,2.057e+09,2.84e+09,2.721e+09,7.79e+09,1.801e+09,1.807e+09,0,0.1702,14.7695,160.8272,3.417619467,0.6488543749,-0.08120834082,-0.8305392861,16219762705
"211",1.029e+09,9.14e+08,9.37e+08,1.232e+09,5.12e+08,1.791e+09,8.36e+08,8.36e+08,3.6e+07,0.1984,25.0893,11.25,-0.7235307693,0.004344503861,0.8339074254,-0.7613632083,9217631311
"212",1.444e+09,1.255e+09,1.432e+09,1.769e+09,1.096e+09,7.574e+09,7.64e+08,7.69e+08,1.27e+08,-0.9761,63.4836,47.1311,-1.817716956,-0.3223883212,1.759237051,-0.04644543305,28091725641
"213",717513000,1205921000,713523000,717513000,992405000,2065022000,531451000,531451000,0,0.0137,18.1873,480.6591,1.874391437,-0.1508809775,0.4070056081,-0.4615135193,11892081430
"214",-269900000,732900000,-237900000,210400000,627300000,1696700000,-111300000,-111300000,6.5e+07,0,21.8009,65.6975,-1.71396172,1.576322198,-0.3627969623,-2.688426495,13828118399
"215",7.791e+09,6.434e+09,6.705e+09,8.907e+09,5.621e+09,1.2756e+10,6.765e+09,6.828e+09,1.75e+08,2.4456,48.9583,65.5572,-0.7211337686,-0.336558789,1.28320694,-0.193240419,1.03111e+11
"216",63495000,557852000,32964000,647297000,91268000,834658000,482672000,482672000,31687000,0.0036,19.4681,82.9419,-0.6483784318,-0.0642914027,1.245344639,-0.2616758943,7802930280
"217",7.16e+08,2.964e+09,2.136e+09,3.292e+09,1.102e+09,9.57e+09,1.908e+09,1.908e+09,2.86e+08,0.4423,72.0725,213.1651,-2.080486298,1.07483089,1.324723363,-0.7878262401,29703636316
"218",4.064e+09,4.528e+09,4.064e+09,4.592e+09,4.154e+09,1.0669e+10,5.327e+09,5.327e+09,2.68e+08,0.047,92.486,31.9169,-0.729937911,-1.056208968,1.719103932,0.3592442274,39020341383
"219",744344000,850003000,752050000,927639000,751420000,1420202000,613149000,613149000,21954000,0.0909,29.1053,16.9537,-0.1221435219,-0.7632195354,0.5653524399,-0.7733983994,5616398494
"220",1207336000,1241729000,1139949000,1369194000,861871000,1995433000,1012140000,1012582000,20595000,0.1029,27.5272,22.959,-0.08724222332,-1.83198595,1.723130941,0.6419557333,22919176143
"221",770159000,684706000,753052000,977719000,594069000,3595084000,535881000,562126000,36240000,0,21.7241,32.3135,3.653273106,-0.7771484852,-0.9229162335,-1.496487498,11270964816
"222",1.413e+09,1.3e+09,1.432e+09,2.357e+09,1.026e+09,1.814e+09,1.087e+09,1.151e+09,1.4e+07,0,19.3601,4.6913,0.7047928572,-2.628749371,1.168231845,0.3333005607,14665181008
"223",1555409000,1599993000,1623664000,1850553000,1321151000,3575325000,1177562000,1171051000,49286000,0.0816,23.5327,27.8348,-1.156737208,1.260916829,-0.4741618037,-2.570962191,26356796718
"224",2.292e+09,2.173e+09,3.1e+09,2.826e+09,1.561e+09,1.103e+10,1.683e+09,1.683e+09,1.37e+08,0.0582,52.2565,6.5096,0.7093279958,-0.386708647,0.2468352616,-0.9199112654,33172297382
"225",1.207e+10,1.5247e+10,1.2065e+10,1.655e+10,1.1531e+10,3.6936e+10,8.728e+09,8.728e+09,5.1e+08,0.0525,30.0746,182.1125,1.083851576,-1.95131588,1.326144457,0.5744490623,1.36893e+11
"226",2.732e+09,2.533e+09,2.583e+09,3.318e+09,2.253e+09,4.979e+09,1.988e+09,2.02e+09,1.3e+08,-0.04,30.3004,55.4246,-1.263217688,-0.2474272102,1.394321918,-0.2667509615,48475759405
"227",492470000,400084000,491335000,575648000,284333000,1241542000,377031000,377047000,25157000,0,11.4673,41.0403,4.356801033,-0.4137533009,-1.239500165,-1.780858636,16917674387
"228",577836000,437575000,583882000,751628000,272331000,1682707000,337302000,339781000,29401000,0.0677,43.2565,86.0543,0.4075651467,-1.382727146,1.402139664,0.4050371051,18220300206
"229",9.95e+08,1.142e+09,8.83e+08,1.174e+09,8.46e+08,2.3e+09,8.26e+08,7.82e+08,1.93e+08,0,20.15,56.2886,-1.562777758,1.189274549,-0.4113837481,-2.61695838,42574710000
"230",116890000,336227000,155396000,171859000,262744000,1787760000,109493000,109493000,148153000,0,20.1377,59.6601,-1.246865869,0.3915056586,1.085908175,-0.6740868092,12110575131
"231",652600000,1289500000,646900000,1193800000,1066800000,2513500000,542300000,539200000,241700000,0,5.8084,72.1861,-0.1017116383,-0.2424405962,0.6888349056,-0.6852873564,26595698272
"232",2.3191e+10,2.9432e+10,2.3316e+10,3.2276e+10,1.4251e+10,4.3737e+10,2.1053e+10,2.1053e+10,1.546e+09,0.1132,19.7008,34.6309,-1.936310887,0.1109945551,1.184877396,-0.7631127238,2.28898e+11
"233",1.586e+09,2.112e+09,1.56e+09,1.839e+09,1.988e+09,5.062e+09,1.329e+09,1.329e+09,3.82e+08,0.1471,10.7834,5.9369,-1.267045259,4.01702404,0.6493051648,-1.808352828,51127590716
"234",2.993e+09,3.226e+09,2.933e+09,4.321e+09,1.677e+09,7.751e+09,2.012e+09,2.017e+09,0,0.0327,37.7905,55.1431,-1.443982244,-0.5413046479,1.779086113,0.1214436814,32709949049
"235",941100000,565100000,1008800000,1.144e+09,3.88e+08,1378200000,618900000,637700000,82200000,0.1667,251.6683,264.0336,-2.060497522,0.4605844617,1.635349274,-0.3520657122,10989771445
"236",7.32e+08,1.254e+09,7.41e+08,1.873e+09,7.95e+08,3.666e+09,2.59e+08,2.84e+08,1.13e+08,0,80.4528,83.9234,0.3392733037,-0.02771049552,0.6152874827,-0.6765921712,33570920664
"237",1839600000,1407800000,1917400000,2201100000,1064300000,4820600000,1337600000,1357500000,0,0.1529,39.726,62.4136,-0.3587398529,-0.04772602767,0.7206303477,-0.7477139831,25599123063
"238",808903000,935549000,810836000,1464092000,561646000,2424179000,363351000,364549000,31167000,0.0608,27.5333,73.15,2.884266615,0.6326697469,-0.07927890122,-0.9614208341,17253715042
"239",1282400000,1169600000,1199400000,1405200000,982200000,2604100000,1127900000,1.125e+09,261200000,0,9.8694,66.8706,2.925599813,-0.5756394863,-0.4795679152,-1.132478118,51629690435
"240",307895000,471158000,259715000,563496000,344285000,2506654000,122456000,122456000,66172000,0,65.1979,115.2367,2.636048079,0.1879350543,0.008561913855,-0.8197826147,13745107989
"241",3.651e+09,2.811e+09,3.584e+09,4.112e+09,2.473e+09,6.164e+09,2.563e+09,2.563e+09,4e+07,0.2448,21.0577,64.8043,-1.308214188,0.7260835767,1.183596134,-0.6469637156,47911930895
"242",1249300000,828800000,1204900000,1391400000,726300000,5314100000,882800000,883100000,172400000,0.0348,868.9158,62.2357,0.6893328428,-0.09918045253,0.9007273912,-0.2294103652,12687062849
"243",681245000,1087841000,681021000,1117138000,202356000,3366714000,489585000,489585000,47369000,0.0435,30.0705,44.559,1.242642641,-0.5794829726,0.7991913557,-0.1423663497,11299269278
"244",2.76e+09,2.516e+09,1.77e+09,3.584e+09,1.919e+09,7.667e+09,2.162e+09,2.383e+09,1.06e+08,0.04,53.1434,87.6936,1.771293879,-2.260552406,1.263415456,0.7255297899,43283762328
"245",621754000,481152000,647971000,820341000,389561000,2828370000,163431000,173142000,79242000,0.6667,18.9066,61.2351,0.2051823735,-0.1564177722,0.5175714493,-0.7976068258,12368132574
"246",1.9004e+10,2.2201e+10,2.0219e+10,2.5933e+10,1.8531e+10,5.4595e+10,1.5297e+10,1.5297e+10,9.78e+08,0.0663,33.7211,63.0756,-1.252199054,-0.2855484188,1.319526076,-0.3595468104,3.66415e+11
"247",532700000,861100000,572200000,743200000,713700000,2741200000,566900000,566900000,217100000,0.8,16.3985,59.2639,0.710475266,1.005278826,0.2914629281,-1.089906812,7868004904
"248",3.8999e+10,1.4187e+10,4.5635e+10,4.679e+10,1.4187e+10,1.09029e+11,3.0709e+10,3.2474e+10,0,0.2157,658.5326,245.0541,0.8363814354,-0.3401089013,-0.1185939312,-1.332669616,2.57882e+11
"249",9.26e+08,1.4e+09,9.26e+08,1.592e+09,6.69e+08,5.588e+09,4.37e+08,4.37e+08,7.7e+07,0,33.2268,3.4194,-0.4510983229,-0.2403310984,1.315093517,-0.09666465223,9325400804
"250",1.804e+09,1.536e+09,1.706e+09,2.32e+09,9.58e+08,4.726e+09,1.336e+09,1.344e+09,5.9e+07,0.0377,65.3912,37.0469,-1.689661145,-0.2214923203,1.65042007,-0.1194145158,28355675419
"251",2.21e+09,2.506e+09,2.203e+09,2.592e+09,2.409e+09,6.178e+09,1.8e+09,1.866e+09,9.9e+07,0.4868,0,0,-0.2602286637,-0.3534443676,0.9748386741,-0.4082631469,29207359637
"252",-9.975e+09,2.574e+09,-1.022e+10,-8.992e+09,1.748e+09,8.921e+09,-1.0192e+10,-1.0254e+10,3.3e+07,0.0204,57.7069,29.583,0.1704723388,0.2731723785,0.3852522075,-1.020589232,82522474308
"253",682734000,637936000,352566000,993114000,855806000,836203000,439604000,498463000,18221000,0.0275,0,57.8253,0.01557740755,-0.4745950699,0.8688158989,-0.4156806171,10903673618
"254",1570307000,1229120000,1570307000,1632991000,1162173000,2590660000,802265000,802265000,62784000,0.1776,15.3131,58.925,-0.7648522854,-0.2822824419,1.076950669,-0.455302,15536606215
"255",2.144e+09,2.97e+09,2.229e+09,3.026e+09,2.144e+09,5.597e+09,1.41e+09,1.445e+09,4.1e+07,0.0309,62.9855,42.7275,0.8283190131,0.1119270623,0.1040839702,-1.143354297,46373526255
"256",4.113e+09,5.043e+09,3.794e+09,6.41e+09,2.119e+09,6.856e+09,1.481e+09,1.919e+09,0,0.45,34.5026,38.6574,-1.837604761,3.148470879,1.1116395,-1.280812025,67987941254
"257",1134353000,-80550000,1132990000,1314295000,-377269000,2328859000,664112000,664112000,61879000,0,11.2938,248.7817,-0.06080818549,-0.3237016797,0.7747237086,-0.5441673994,23872501959
"258",8.976e+09,7.32e+09,8.7e+09,1.0062e+10,6.218e+09,2.0086e+10,6.434e+09,6.476e+09,2.25e+08,0.0541,109.2273,42.222,-1.52640605,-0.3697028458,1.838918328,0.1461159438,2.29645e+11
"259",2.103e+09,3.413e+09,2.612e+09,4.539e+09,6.04e+08,2.7e+10,1.907e+09,1.889e+09,1.51e+08,0.0889,17.4314,4.8711,0.3673004806,0.2049768567,0.3317790329,-1.006147981,40334370275
"260",1.416e+09,1.691e+09,1.416e+09,2.407e+09,1.019e+09,7.908e+09,8.59e+08,8.59e+08,5.5e+07,0.1,23.0987,0,1.045493126,0.1509217918,0.2660132647,-0.8908049464,13477812677
"261",994900000,945700000,986300000,1341600000,335200000,1773100000,627200000,629400000,20400000,0.0435,58.7577,40.5077,1.008788347,0.2225922048,0.4344587326,-0.7180566788,12295920743
"262",1.338e+09,4.222e+09,1.408e+09,2.25e+09,3.227e+09,6.236e+09,6.36e+08,7.06e+08,0,-0.004,1.0899,206.5548,0.350440681,-1.718338966,1.634289742,0.6471959352,21403958342
"263",1.718e+09,1.406e+09,1.728e+09,2.289e+09,6.99e+08,4.959e+09,9.83e+08,9.83e+08,1.02e+08,-0.3182,20.7176,8.9574,-0.8268715143,1.320251465,-0.4956080914,-2.503943682,17260375490
"264",445100000,440300000,437700000,549400000,280700000,888700000,305900000,306100000,35500000,0.0563,39.7871,48.8661,-0.8217867017,-0.4320893586,1.34317708,-0.1601272672,5575072303
"265",2241002000,1711609000,1837271000,2332183000,1619803000,2334185000,1695831000,1717513000,72655000,0,20.4892,4.2022,-1.233172774,-0.1217204854,1.414756775,-0.2341924161,21306749365
